cargo_weight,mail_weight,timestamp,combined
3800.0,69.0,2024-05-04 20:19:18,2024-05_AB_2145.0_5.0
2500.0,14.0,2024-05-04 20:17:04,2024-05_AB_2637.0_5.0
794.0,0.0,2024-05-04 20:15:16,2024-05_AB_2505.0_5.0
2800.0,48.0,2024-05-04 20:14:26,2024-05_AB_2340.0_5.0
3000.0,37.0,2024-05-04 20:13:31,2024-05_AB_2311.0_4.0
3000.0,56.0,2024-05-04 20:12:16,2024-05_AB_2359.0_4.0
2000.0,44.0,2024-05-04 16:38:29,2024-05_AB_2107.0_4.0
2500.0,32.0,2024-05-04 15:38:42,2024-05_AB_2318.0_4.0
2171.0,77.0,2024-05-04 15:14:25,2024-05_AB_2332.0_4.0
300.0,74.0,2024-05-04 14:38:58,2024-05_AB_2509.0_4.0
2000.0,99.0,2024-05-04 14:22:18,2024-05_AB_2439.0_5.0
1500.0,16.0,2024-05-04 14:21:25,2024-05_AB_2738.0_4.0
1180.0,0.0,2024-05-04 14:16:32,2024-05_AB_2367.0_4.0
2033.0,0.0,2024-05-04 14:13:50,2024-05_AB_2350.0_4.0
1374.0,0.0,2024-05-04 14:12:16,2024-05_AB_2146.0_4.0
1200.0,89.0,2024-05-04 14:05:24,2024-05_AB_2366.0_4.0
0.0,52.0,2024-05-04 14:04:13,2024-05_AB_2397.0_4.0
1800.0,99.0,2024-05-04 13:29:54,2024-05_AB_2409.0_4.0
401.0,0.0,2024-05-04 13:20:28,2024-05_AB_2643.0_4.0
100.0,38.0,2024-05-04 13:10:30,2024-05_AB_2551.0_4.0
1037.0,0.0,2024-05-04 13:07:43,2024-05_AB_2341.0_4.0
681.0,0.0,2024-05-04 13:06:11,2024-05_AB_2135.0_4.0
0.0,17.0,2024-05-04 12:47:35,2024-05_AB_2630.0_4.0
800.0,59.0,2024-05-04 12:20:26,2024-05_AB_2437.0_4.0
2000.0,24.0,2024-05-04 12:09:53,2024-05_AB_2125.0_4.0
200.0,52.0,2024-05-04 12:00:09,2024-05_AB_2349.0_4.0
3000.0,57.0,2024-05-04 11:48:42,2024-05_AB_2508.0_4.0
300.0,55.0,2024-05-04 11:38:58,2024-05_AB_2424.0_4.0
1500.0,64.0,2024-05-04 11:31:13,2024-05_AB_2120.0_4.0
1050.0,0.0,2024-05-04 11:08:49,2024-05_AB_2525.0_4.0
858.0,0.0,2024-05-04 11:07:23,2024-05_AB_2401.0_4.0
500.0,93.0,2024-05-04 11:05:01,2024-05_AB_2358.0_4.0
1818.0,6.0,2024-05-04 10:58:12,2024-05_AB_2407.0_4.0
180.0,89.0,2024-05-04 10:54:01,2024-05_AB_2510.0_4.0
500.0,54.0,2024-05-04 10:51:08,2024-05_AB_1071.0_4.0
681.0,0.0,2024-05-04 10:32:22,2024-05_AB_2642.0_4.0
1800.0,73.0,2024-05-04 10:32:16,2024-05_AB_2104.0_4.0
1619.0,0.0,2024-05-04 10:30:24,2024-05_AB_2376.0_4.0
800.0,78.0,2024-05-04 10:27:36,2024-05_AB_2550.0_4.0
1135.0,15.0,2024-05-04 10:12:16,2024-05_AB_2541.0_4.0
2000.0,22.0,2024-05-04 10:10:55,2024-05_AB_2334.0_4.0
1141.0,81.0,2024-05-04 10:07:35,2024-05_AB_2504.0_4.0
1800.0,14.0,2024-05-04 10:02:40,2024-05_AB_2124.0_4.0
144.0,0.0,2024-05-04 10:01:43,2024-05_AB_1070.0_4.0
74.0,0.0,2024-05-04 09:51:08,2024-05_AB_2365.0_4.0
1500.0,16.0,2024-05-04 09:43:56,2024-05_AB_2134.0_4.0
903.0,0.0,2024-05-04 09:41:06,2024-05_AB_2143.0_4.0
14.0,0.0,2024-05-04 09:34:26,2024-05_AB_2324.0_4.0
2397.0,0.0,2024-05-04 09:29:25,2024-05_AB_2629.0_4.0
1979.0,0.0,2024-05-04 09:15:07,2024-05_AB_2432.0_4.0
375.0,0.0,2024-05-04 08:57:51,2024-05_AB_2491.0_4.0
289.0,0.0,2024-05-04 08:20:57,2024-05_AB_2108.0_4.0
300.0,102.0,2024-05-04 07:41:38,2024-05_AB_2497.0_4.0
200.0,173.0,2024-05-04 07:33:52,2024-05_AB_2142.0_4.0
1500.0,109.0,2024-05-04 07:28:53,2024-05_AB_2364.0_4.0
347.0,182.0,2024-05-04 07:20:34,2024-05_AB_2386.0_4.0
3500.0,144.0,2024-05-04 07:19:19,2024-05_AB_2608.0_4.0
175.0,0.0,2024-05-04 07:17:46,2024-05_AB_2465.0_4.0
100.0,8.0,2024-05-04 06:32:01,2024-05_AB_2384.0_4.0
2000.0,91.0,2024-05-04 06:21:05,2024-05_AB_2128.0_4.0
2000.0,7.0,2024-05-04 06:19:56,2024-05_AB_2628.0_4.0
1500.0,8.0,2024-05-04 06:19:14,2024-05_AB_2110.0_4.0
500.0,82.0,2024-05-04 05:50:08,2024-05_AB_2379.0_4.0
300.0,53.0,2024-05-04 05:49:29,2024-05_AB_2431.0_4.0
1000.0,69.0,2024-05-04 05:41:31,2024-05_AB_2173.0_4.0
2500.0,130.0,2024-05-04 05:05:08,2024-05_AB_2451.0_4.0
200.0,198.0,2024-05-04 05:04:01,2024-05_AB_2380.0_4.0
1000.0,149.0,2024-05-04 04:51:21,2024-05_AB_2323.0_4.0
866.0,0.0,2024-05-04 04:49:44,2024-05_AB_2565.0_4.0
1800.0,131.0,2024-05-04 03:30:25,2024-05_AB_2127.0_4.0
1500.0,158.0,2024-05-04 03:26:47,2024-05_AB_2572.0_4.0
1840.0,0.0,2024-05-04 03:00:15,2024-05_AB_2377.0_4.0
1000.0,22.0,2024-05-04 02:57:17,2024-05_AB_2486.0_4.0
1500.0,7.0,2024-05-04 02:56:33,2024-05_AB_2498.0_4.0
300.0,54.0,2024-05-04 02:55:34,2024-05_AB_2519.0_4.0
187.0,0.0,2024-05-04 02:42:51,2024-05_AB_2378.0_4.0
3000.0,113.0,2024-05-04 02:41:36,2024-05_AB_2406.0_4.0
2000.0,138.0,2024-05-04 02:40:37,2024-05_AB_2411.0_4.0
1716.0,114.0,2024-05-04 02:34:44,2024-05_AB_2102.0_4.0
99.0,0.0,2024-05-04 02:34:34,2024-05_AB_2613.0_4.0
3032.0,0.0,2024-05-04 02:22:31,2024-05_AB_2503.0_4.0
859.0,0.0,2024-05-04 02:21:45,2024-05_AB_2534.0_4.0
222.0,0.0,2024-05-04 02:20:31,2024-05_AB_2851.0_4.0
832.0,0.0,2024-05-04 02:19:45,2024-05_AB_2463.0_4.0
2019.0,0.0,2024-05-04 02:18:48,2024-05_AB_2385.0_4.0
44.0,0.0,2024-05-04 02:16:55,2024-05_AB_2607.0_4.0
90.0,0.0,2024-05-04 02:15:23,2024-05_AB_2373.0_4.0
500.0,20.0,2024-05-04 02:13:37,2024-05_AB_2526.0_4.0
2500.0,94.0,2024-05-04 02:12:51,2024-05_AB_2627.0_4.0
200.0,90.0,2024-05-04 02:11:49,2024-05_AB_2394.0_4.0
200.0,81.0,2024-05-04 02:02:07,2024-05_AB_2371.0_4.0
200.0,79.0,2024-05-04 02:00:04,2024-05_AB_2533.0_4.0
3000.0,54.0,2024-05-04 00:52:07,2024-05_AB_2172.0_4.0
500.0,87.0,2024-05-04 00:51:37,2024-05_AB_2492.0_4.0
2500.0,159.0,2024-05-04 00:50:40,2024-05_AB_2518.0_4.0
3000.0,63.0,2024-05-04 00:50:35,2024-05_AB_2625.0_4.0
500.0,49.0,2024-05-04 00:49:50,2024-05_AB_2612.0_4.0
198.0,0.0,2024-05-04 00:49:25,2024-05_AB_2638.0_4.0
2500.0,77.0,2024-05-04 00:49:06,2024-05_AB_2342.0_4.0
2500.0,84.0,2024-05-04 00:48:26,2024-05_AB_2781.0_4.0
2500.0,169.0,2024-05-04 00:47:53,2024-05_AB_2719.0_4.0
832.0,0.0,2024-05-04 00:16:00,2024-05_AB_2462.0_4.0
2805.0,0.0,2024-05-03 23:45:02,2024-05_AB_2524.0_4.0
31.0,0.0,2024-05-03 23:44:10,2024-05_AB_2355.0_4.0
1514.0,0.0,2024-05-03 23:43:26,2024-05_AB_2312.0_4.0
1092.0,0.0,2024-05-03 23:41:57,2024-05_AB_2850.0_4.0
894.0,0.0,2024-05-03 23:41:18,2024-05_AB_2375.0_4.0
2535.0,0.0,2024-05-03 23:41:01,2024-05_AB_2325.0_4.0
1500.0,274.0,2024-05-03 23:15:22,2024-05_AB_2109.0_4.0
2000.0,238.0,2024-05-03 23:01:32,2024-05_AB_2405.0_4.0
1500.0,407.0,2024-05-03 23:00:42,2024-05_AB_2485.0_4.0
3200.0,174.0,2024-05-03 21:06:20,2024-05_AB_2410.0_4.0
3200.0,295.0,2024-05-03 20:27:01,2024-05_AB_2372.0_4.0
800.0,422.0,2024-05-03 20:25:55,2024-05_AB_2421.0_4.0
2500.0,399.0,2024-05-03 20:23:17,2024-05_AB_2736.0_4.0
0.0,363.0,2024-05-03 20:18:11,2024-05_AB_2624.0_4.0
3500.0,339.0,2024-05-03 20:17:18,2024-05_AB_2145.0_4.0
1200.0,288.0,2024-05-03 20:12:19,2024-05_AB_2637.0_4.0
700.0,389.0,2024-05-03 18:55:54,2024-05_AB_2505.0_4.0
2800.0,434.0,2024-05-03 18:51:40,2024-05_AB_2340.0_4.0
2800.0,229.0,2024-05-03 18:47:32,2024-05_AB_2311.0_3.0
3000.0,146.0,2024-05-03 18:45:17,2024-05_AB_2359.0_3.0
2000.0,89.0,2024-05-03 15:33:54,2024-05_AB_2439.0_4.0
2000.0,34.0,2024-05-03 15:33:09,2024-05_AB_2107.0_3.0
2000.0,59.0,2024-05-03 14:03:52,2024-05_AB_2738.0_3.0
2000.0,77.0,2024-05-03 14:02:29,2024-05_AB_2146.0_3.0
2528.0,0.0,2024-05-03 13:58:18,2024-05_AB_2332.0_3.0
2000.0,59.0,2024-05-03 13:57:37,2024-05_AB_2643.0_3.0
1069.0,0.0,2024-05-03 13:56:35,2024-05_AB_2366.0_3.0
1500.0,79.0,2024-05-03 13:49:42,2024-05_AB_2367.0_3.0
3000.0,42.0,2024-05-03 13:48:49,2024-05_AB_2318.0_3.0
2112.0,30.0,2024-05-03 13:22:33,2024-05_AB_2508.0_3.0
1000.0,20.0,2024-05-03 13:19:06,2024-05_AB_2509.0_3.0
2500.0,79.0,2024-05-03 13:17:04,2024-05_AB_2350.0_3.0
392.0,0.0,2024-05-03 12:40:25,2024-05_AB_2397.0_3.0
2301.0,28.0,2024-05-03 12:21:53,2024-05_AB_2125.0_3.0
500.0,5.0,2024-05-03 12:21:10,2024-05_AB_2437.0_3.0
1500.0,38.0,2024-05-03 12:19:53,2024-05_AB_2409.0_3.0
200.0,77.0,2024-05-03 12:17:32,2024-05_AB_2349.0_3.0
718.0,0.0,2024-05-03 12:17:30,2024-05_AB_2551.0_3.0
1500.0,79.0,2024-05-03 12:06:23,2024-05_AB_2341.0_3.0
168.0,0.0,2024-05-03 11:47:32,2024-05_AB_2630.0_3.0
500.0,17.0,2024-05-03 11:30:15,2024-05_AB_2135.0_3.0
185.0,0.0,2024-05-03 11:25:55,2024-05_AB_2424.0_3.0
1800.0,52.0,2024-05-03 11:23:58,2024-05_AB_2120.0_3.0
89.0,0.0,2024-05-03 11:16:48,2024-05_AB_2358.0_3.0
2026.0,7.0,2024-05-03 11:03:52,2024-05_AB_2407.0_3.0
2300.0,0.0,2024-05-03 11:03:41,2024-05_AB_2541.0_3.0
1800.0,53.0,2024-05-03 11:00:31,2024-05_AB_2525.0_3.0
723.0,0.0,2024-05-03 10:59:12,2024-05_AB_2550.0_3.0
1150.0,4.0,2024-05-03 10:37:59,2024-05_AB_2104.0_3.0
1500.0,14.0,2024-05-03 10:28:58,2024-05_AB_2124.0_3.0
1887.0,0.0,2024-05-03 10:26:32,2024-05_AB_2334.0_3.0
2291.0,67.0,2024-05-03 10:22:30,2024-05_AB_2629.0_3.0
1000.0,84.0,2024-05-03 10:11:31,2024-05_AB_2401.0_3.0
1500.0,29.0,2024-05-03 10:09:30,2024-05_AB_2642.0_3.0
2400.0,79.0,2024-05-03 10:08:24,2024-05_AB_2376.0_3.0
1222.0,17.0,2024-05-03 09:59:11,2024-05_AB_2504.0_3.0
300.0,74.0,2024-05-03 09:51:10,2024-05_AB_2510.0_3.0
185.0,0.0,2024-05-03 09:45:14,2024-05_AB_2365.0_3.0
1500.0,37.0,2024-05-03 09:44:55,2024-05_AB_2134.0_3.0
144.0,0.0,2024-05-03 09:40:56,2024-05_AB_2143.0_3.0
0.0,40.0,2024-05-03 09:33:59,2024-05_AB_2491.0_3.0
1309.0,0.0,2024-05-03 09:23:05,2024-05_AB_2527.0_3.0
91.0,0.0,2024-05-03 09:05:19,2024-05_AB_2324.0_3.0
858.0,0.0,2024-05-03 09:03:20,2024-05_AB_2432.0_3.0
1500.0,52.0,2024-05-03 08:49:45,2024-05_AB_2564.0_3.0
500.0,74.0,2024-05-03 07:41:45,2024-05_AB_2108.0_3.0
2000.0,183.0,2024-05-03 07:09:36,2024-05_AB_2128.0_3.0
2000.0,138.0,2024-05-03 07:09:10,2024-05_AB_2628.0_3.0
1200.0,112.0,2024-05-03 07:01:35,2024-05_AB_2386.0_3.0
500.0,252.0,2024-05-03 07:00:44,2024-05_AB_2379.0_3.0
260.0,93.0,2024-05-03 05:48:04,2024-05_AB_2384.0_3.0
3000.0,9.0,2024-05-03 05:46:49,2024-05_AB_2503.0_3.0
1062.0,0.0,2024-05-03 05:36:55,2024-05_AB_2497.0_3.0
284.0,0.0,2024-05-03 05:36:36,2024-05_AB_2142.0_3.0
200.0,45.0,2024-05-03 05:29:24,2024-05_AB_2465.0_3.0
1000.0,80.0,2024-05-03 05:02:27,2024-05_AB_2364.0_3.0
2000.0,56.0,2024-05-03 04:59:14,2024-05_AB_2323.0_3.0
2500.0,173.0,2024-05-03 04:53:19,2024-05_AB_2451.0_3.0
1000.0,76.0,2024-05-03 04:52:47,2024-05_AB_2486.0_3.0
500.0,12.0,2024-05-03 04:50:12,2024-05_AB_2563.0_3.0
1079.0,0.0,2024-05-03 04:45:32,2024-05_AB_2173.0_3.0
2079.0,0.0,2024-05-03 03:43:35,2024-05_AB_2608.0_3.0
1059.0,0.0,2024-05-03 03:43:01,2024-05_AB_2431.0_3.0
1032.0,0.0,2024-05-03 03:42:36,2024-05_AB_2851.0_3.0
1584.0,0.0,2024-05-03 03:41:36,2024-05_AB_2110.0_3.0
500.0,38.0,2024-05-03 03:36:03,2024-05_AB_2526.0_3.0
1597.0,0.0,2024-05-03 03:27:53,2024-05_AB_2498.0_3.0
1843.0,0.0,2024-05-03 03:27:37,2024-05_AB_2127.0_3.0
2500.0,48.0,2024-05-03 03:25:48,2024-05_AB_2572.0_3.0
100.0,23.0,2024-05-03 03:23:04,2024-05_AB_2613.0_3.0
300.0,94.0,2024-05-03 03:22:51,2024-05_AB_2519.0_3.0
1500.0,35.0,2024-05-03 03:22:30,2024-05_AB_2377.0_3.0
200.0,64.0,2024-05-03 02:56:19,2024-05_AB_2380.0_3.0
800.0,29.0,2024-05-03 02:55:34,2024-05_AB_2534.0_3.0
2000.0,25.0,2024-05-03 02:51:38,2024-05_AB_2373.0_3.0
199.0,0.0,2024-05-03 02:40:25,2024-05_AB_2533.0_3.0
800.0,55.0,2024-05-03 02:11:47,2024-05_AB_2627.0_3.0
800.0,59.0,2024-05-03 02:08:55,2024-05_AB_2463.0_3.0
200.0,25.0,2024-05-03 01:34:28,2024-05_AB_2394.0_3.0
600.0,87.0,2024-05-03 01:24:21,2024-05_AB_2562.0_3.0
2500.0,27.0,2024-05-03 01:05:23,2024-05_AB_2342.0_3.0
2000.0,142.0,2024-05-03 01:05:12,2024-05_AB_2385.0_3.0
3500.0,34.0,2024-05-03 01:04:05,2024-05_AB_2411.0_3.0
3000.0,29.0,2024-05-03 01:02:55,2024-05_AB_2172.0_3.0
500.0,47.0,2024-05-03 01:01:59,2024-05_AB_2492.0_3.0
2687.0,71.0,2024-05-03 01:00:09,2024-05_AB_2524.0_3.0
3000.0,4.0,2024-05-03 01:00:06,2024-05_AB_2781.0_3.0
2200.0,44.0,2024-05-03 00:58:08,2024-05_AB_2518.0_3.0
1063.0,0.0,2024-05-03 00:52:06,2024-05_AB_2612.0_3.0
872.0,0.0,2024-05-03 00:51:42,2024-05_AB_2850.0_3.0
27.0,0.0,2024-05-03 00:51:02,2024-05_AB_2378.0_3.0
29.0,0.0,2024-05-03 00:50:39,2024-05_AB_2607.0_3.0
3020.0,0.0,2024-05-03 00:50:17,2024-05_AB_2625.0_3.0
2512.0,0.0,2024-05-03 00:49:56,2024-05_AB_2719.0_3.0
200.0,90.0,2024-05-03 00:34:56,2024-05_AB_2638.0_3.0
1500.0,24.0,2024-05-03 00:04:46,2024-05_AB_2462.0_3.0
1000.0,19.0,2024-05-02 23:45:43,2024-05_AB_2375.0_3.0
1800.0,239.0,2024-05-02 23:35:26,2024-05_AB_2405.0_3.0
3454.0,95.0,2024-05-02 23:34:46,2024-05_AB_2410.0_3.0
1500.0,16.0,2024-05-02 23:31:43,2024-05_AB_2485.0_3.0
800.0,90.0,2024-05-02 23:25:25,2024-05_AB_2372.0_3.0
800.0,67.0,2024-05-02 23:22:11,2024-05_AB_2421.0_3.0
0.0,378.0,2024-05-02 22:06:54,2024-05_AB_2355.0_3.0
1000.0,334.0,2024-05-02 22:04:20,2024-05_AB_2312.0_3.0
2800.0,204.0,2024-05-02 22:02:40,2024-05_AB_2325.0_3.0
1500.0,264.0,2024-05-02 22:01:27,2024-05_AB_2109.0_3.0
2800.0,209.0,2024-05-02 21:59:32,2024-05_AB_2736.0_3.0
2500.0,367.0,2024-05-02 21:58:28,2024-05_AB_2561.0_3.0
170.0,0.0,2024-05-02 19:27:33,2024-05_AB_2624.0_3.0
3000.0,224.0,2024-05-02 19:21:34,2024-05_AB_2340.0_3.0
3000.0,179.0,2024-05-02 19:20:48,2024-05_AB_2311.0_2.0
3000.0,283.0,2024-05-02 19:20:03,2024-05_AB_2359.0_2.0
3500.0,412.0,2024-05-02 19:02:31,2024-05_AB_2145.0_3.0
1500.0,295.0,2024-05-02 19:01:25,2024-05_AB_2637.0_3.0
2500.0,244.0,2024-05-02 18:58:13,2024-05_AB_2505.0_3.0
2000.0,79.0,2024-05-02 14:59:53,2024-05_AB_2439.0_3.0
2000.0,23.0,2024-05-02 14:44:37,2024-05_AB_2107.0_2.0
1500.0,4.0,2024-05-02 14:27:40,2024-05_AB_2367.0_2.0
163.0,54.0,2024-05-02 14:15:56,2024-05_AB_2509.0_2.0
2000.0,76.0,2024-05-02 14:09:10,2024-05_AB_2738.0_2.0
3500.0,64.0,2024-05-02 14:07:45,2024-05_AB_2350.0_2.0
2500.0,57.0,2024-05-02 14:01:04,2024-05_AB_2146.0_2.0
800.0,71.0,2024-05-02 13:59:45,2024-05_AB_2643.0_2.0
1500.0,29.0,2024-05-02 13:42:11,2024-05_AB_2409.0_2.0
1494.0,0.0,2024-05-02 13:40:07,2024-05_AB_2341.0_2.0
300.0,18.0,2024-05-02 13:19:06,2024-05_AB_2551.0_2.0
0.0,65.0,2024-05-02 13:07:04,2024-05_AB_2630.0_2.0
2800.0,51.0,2024-05-02 13:06:12,2024-05_AB_2318.0_2.0
1600.0,48.0,2024-05-02 12:31:16,2024-05_AB_2125.0_2.0
800.0,67.0,2024-05-02 12:30:42,2024-05_AB_2437.0_2.0
200.0,68.0,2024-05-02 12:26:46,2024-05_AB_2135.0_2.0
3000.0,79.0,2024-05-02 12:08:07,2024-05_AB_2332.0_2.0
1064.0,35.0,2024-05-02 12:06:36,2024-05_AB_2366.0_2.0
800.0,72.0,2024-05-02 11:52:32,2024-05_AB_7597.0_2.0
987.0,0.0,2024-05-02 11:36:19,2024-05_AB_2397.0_2.0
200.0,22.0,2024-05-02 11:07:57,2024-05_AB_2349.0_2.0
1800.0,27.0,2024-05-02 11:06:13,2024-05_AB_2120.0_2.0
2780.0,79.0,2024-05-02 11:03:03,2024-05_AB_2407.0_2.0
3000.0,26.0,2024-05-02 10:45:19,2024-05_AB_2508.0_2.0
1479.0,0.0,2024-05-02 10:33:02,2024-05_AB_2525.0_2.0
100.0,79.0,2024-05-02 10:31:06,2024-05_AB_2424.0_2.0
1000.0,64.0,2024-05-02 10:29:06,2024-05_AB_2104.0_2.0
200.0,224.0,2024-05-02 10:24:27,2024-05_AB_2358.0_2.0
428.0,80.0,2024-05-02 10:24:19,2024-05_AB_2124.0_2.0
571.0,79.0,2024-05-02 10:23:15,2024-05_AB_2629.0_2.0
500.0,108.0,2024-05-02 10:21:50,2024-05_AB_2550.0_2.0
1500.0,6.0,2024-05-02 10:11:55,2024-05_AB_2642.0_2.0
1500.0,34.0,2024-05-02 10:10:55,2024-05_AB_2376.0_2.0
1141.0,48.0,2024-05-02 10:09:49,2024-05_AB_2504.0_2.0
3000.0,71.0,2024-05-02 10:08:30,2024-05_AB_2334.0_2.0
300.0,74.0,2024-05-02 10:00:41,2024-05_AB_2510.0_2.0
477.0,55.0,2024-05-02 09:57:58,2024-05_AB_2365.0_2.0
300.0,34.0,2024-05-02 09:55:51,2024-05_AB_2143.0_2.0
0.0,60.0,2024-05-02 09:34:28,2024-05_AB_1071.0_2.0
200.0,35.0,2024-05-02 09:33:21,2024-05_AB_1070.0_2.0
700.0,4.0,2024-05-02 09:30:36,2024-05_AB_2491.0_2.0
800.0,78.0,2024-05-02 09:30:27,2024-05_AB_2541.0_2.0
800.0,89.0,2024-05-02 09:28:56,2024-05_AB_2432.0_2.0
1198.0,0.0,2024-05-02 08:53:39,2024-05_AB_2134.0_2.0
200.0,5.0,2024-05-02 08:52:51,2024-05_AB_2324.0_2.0
1422.0,0.0,2024-05-02 08:49:48,2024-05_AB_2527.0_2.0
1000.0,3.0,2024-05-02 08:10:53,2024-05_AB_2564.0_2.0
617.0,0.0,2024-05-02 07:17:13,2024-05_AB_2497.0_2.0
2079.0,0.0,2024-05-02 07:16:33,2024-05_AB_2108.0_2.0
24.0,0.0,2024-05-02 07:09:17,2024-05_AB_2142.0_2.0
2000.0,1.0,2024-05-02 07:06:21,2024-05_AB_2128.0_2.0
211.0,12.0,2024-05-02 07:03:10,2024-05_AB_2384.0_2.0
800.0,95.0,2024-05-02 07:01:55,2024-05_AB_2628.0_2.0
2628.0,71.0,2024-05-02 07:01:08,2024-05_AB_2110.0_2.0
2469.0,75.0,2024-05-02 06:45:04,2024-05_AB_2431.0_2.0
530.0,0.0,2024-05-02 05:32:38,2024-05_AB_2323.0_2.0
1012.0,0.0,2024-05-02 05:06:48,2024-05_AB_2364.0_2.0
1002.0,0.0,2024-05-02 05:05:54,2024-05_AB_2386.0_2.0
1255.0,81.0,2024-05-02 05:05:47,2024-05_AB_2379.0_2.0
3554.0,0.0,2024-05-02 05:05:20,2024-05_AB_2608.0_2.0
54.0,0.0,2024-05-02 05:04:20,2024-05_AB_2465.0_2.0
2529.0,0.0,2024-05-02 05:03:57,2024-05_AB_2451.0_2.0
1048.0,0.0,2024-05-02 05:03:33,2024-05_AB_2173.0_2.0
3000.0,24.0,2024-05-02 04:25:25,2024-05_AB_2503.0_2.0
500.0,75.0,2024-05-02 04:23:02,2024-05_AB_2486.0_2.0
100.0,63.0,2024-05-02 04:20:59,2024-05_AB_2563.0_2.0
500.0,89.0,2024-05-02 04:19:05,2024-05_AB_2394.0_2.0
14.0,0.0,2024-05-02 03:36:06,2024-05_AB_2607.0_2.0
1000.0,38.0,2024-05-02 03:28:31,2024-05_AB_2377.0_2.0
200.0,34.0,2024-05-02 03:27:46,2024-05_AB_2380.0_2.0
1300.0,90.0,2024-05-02 03:21:52,2024-05_AB_2519.0_2.0
1500.0,82.0,2024-05-02 03:15:40,2024-05_AB_2498.0_2.0
2000.0,92.0,2024-05-02 03:15:07,2024-05_AB_2627.0_2.0
800.0,28.0,2024-05-02 02:39:25,2024-05_AB_2572.0_2.0
