cargo_estimate,mail_estimate,timestamp_estimate,combined,cargo_total,mail_total,departure_airport,timestamp_total
1000.0,43.0,2024-05-05 20:02:21,2024-05_AB_2109.0_6.0,142.0,0.0,BLR,2024-05-06 00:53:10
2000.0,13.0,2024-05-05 20:01:33,2024-05_AB_2736.0_6.0,287.0,0.0,BLR,2024-05-06 00:26:53
2500.0,38.0,2024-05-05 19:59:03,2024-05_AB_2561.0_6.0,1269.0,0.0,BLR,2024-05-06 00:22:12
200.0,67.0,2024-05-05 19:58:08,2024-05_AB_2624.0_6.0,0.0,0.0,GOX,2024-05-06 00:06:15
987.0,0.0,2024-05-05 19:28:59,2024-05_AB_2145.0_6.0,269.0,0.0,AMD,2024-05-06 00:14:46
800.0,19.0,2024-05-05 19:25:57,2024-05_AB_2637.0_6.0,4.0,0.0,BOM,2024-05-05 23:12:04
1000.0,19.0,2024-05-05 19:25:12,2024-05_AB_2505.0_6.0,340.0,0.0,AMD,2024-05-05 23:32:13
3000.0,73.0,2024-05-05 19:24:28,2024-05_AB_2340.0_6.0,2187.0,0.0,BLR,2024-05-05 23:22:02
2500.0,32.0,2024-05-05 19:21:55,2024-05_AB_2311.0_5.0,1437.0,0.0,BLR,2024-05-05 23:18:22
3000.0,40.0,2024-05-05 19:21:23,2024-05_AB_2359.0_5.0,2079.0,0.0,BLR,2024-05-05 22:36:46
2000.0,96.0,2024-05-05 16:13:29,2024-05_AB_2107.0_5.0,1513.0,0.0,BOM,2024-05-05 19:34:57
1000.0,93.0,2024-05-05 13:59:06,2024-05_AB_2439.0_6.0,877.0,0.0,BOM,2024-05-05 18:51:45
1000.0,46.0,2024-05-05 13:58:16,2024-05_AB_2738.0_5.0,0.0,0.0,BOM,2024-05-05 18:27:55
27.0,0.0,2024-05-05 13:57:54,2024-05_AB_2397.0_5.0,0.0,0.0,GOX,2024-05-05 15:51:10
4000.0,83.0,2024-05-05 13:57:24,2024-05_AB_2350.0_5.0,3445.0,0.0,DEL,2024-05-05 16:49:54
1500.0,22.0,2024-05-05 13:56:39,2024-05_AB_2367.0_5.0,0.0,0.0,BOM,2024-05-05 16:33:13
300.0,72.0,2024-05-05 13:55:32,2024-05_AB_2509.0_5.0,113.0,50.0,PNQ,2024-05-05 16:26:04
1500.0,74.0,2024-05-05 13:53:43,2024-05_AB_2409.0_5.0,1317.0,0.0,DEL,2024-05-05 16:02:18
3200.0,56.0,2024-05-05 13:52:38,2024-05_AB_2125.0_5.0,2816.0,0.0,CCU,2024-05-05 15:22:20
1200.0,74.0,2024-05-05 13:49:49,2024-05_AB_2318.0_5.0,1209.0,0.0,PNQ,2024-05-05 17:29:26
1000.0,24.0,2024-05-05 13:48:20,2024-05_AB_2332.0_5.0,599.0,0.0,AMD,2024-05-05 16:08:51
1000.0,88.0,2024-05-05 13:47:01,2024-05_AB_2366.0_5.0,1117.0,0.0,BLR,2024-05-05 15:41:17
824.0,40.0,2024-05-05 13:33:06,2024-05_AB_2508.0_5.0,824.0,0.0,AMD,2024-05-05 15:08:55
100.0,93.0,2024-05-05 12:45:15,2024-05_AB_2551.0_5.0,0.0,0.0,PNQ,2024-05-05 15:00:24
2200.0,139.0,2024-05-05 12:44:45,2024-05_AB_2146.0_5.0,119.0,0.0,DEL,2024-05-05 16:09:40
1200.0,41.0,2024-05-05 12:44:00,2024-05_AB_2643.0_5.0,699.0,0.0,HYD,2024-05-05 16:02:22
62.0,0.0,2024-05-05 12:39:55,2024-05_AB_2630.0_5.0,0.0,0.0,DEL,2024-05-05 14:19:24
1500.0,53.0,2024-05-05 12:39:19,2024-05_AB_2341.0_5.0,478.0,0.0,BOM,2024-05-05 15:43:29
1000.0,12.0,2024-05-05 12:06:53,2024-05_AB_2437.0_5.0,192.0,50.0,BLR,2024-05-05 14:21:57
200.0,87.0,2024-05-05 12:03:18,2024-05_AB_2349.0_5.0,75.0,0.0,BOM,2024-05-05 13:43:25
500.0,93.0,2024-05-05 12:02:53,2024-05_AB_2135.0_5.0,309.0,0.0,GAU,2024-05-05 14:51:27
100.0,50.0,2024-05-05 11:38:22,2024-05_AB_2424.0_5.0,0.0,0.0,VNS,2024-05-05 13:46:49
0.0,93.0,2024-05-05 11:35:44,2024-05_AB_2358.0_5.0,0.0,0.0,GOX,2024-05-05 13:11:27
1000.0,18.0,2024-05-05 11:33:04,2024-05_AB_2550.0_5.0,442.0,0.0,BLR,2024-05-05 13:07:20
1500.0,4.0,2024-05-05 11:25:42,2024-05_AB_2120.0_5.0,172.0,0.0,BOM,2024-05-05 13:10:25
1500.0,218.0,2024-05-05 11:17:37,2024-05_AB_2376.0_5.0,314.0,0.0,BOM,2024-05-05 12:46:18
1200.0,264.0,2024-05-05 11:07:56,2024-05_AB_2525.0_5.0,1950.0,0.0,BOM,2024-05-05 14:45:41
2000.0,39.0,2024-05-05 11:00:09,2024-05_AB_2334.0_5.0,1857.0,0.0,DEL,2024-05-05 12:44:38
1500.0,15.0,2024-05-05 10:28:37,2024-05_AB_2541.0_5.0,1171.0,0.0,CCU,2024-05-05 11:49:41
300.0,2.0,2024-05-05 10:22:15,2024-05_AB_2504.0_5.0,450.0,26.0,GAU,2024-05-05 11:38:05
20.0,19.0,2024-05-05 10:21:09,2024-05_AB_2510.0_5.0,20.0,0.0,PNQ,2024-05-05 12:09:08
1500.0,71.0,2024-05-05 10:20:59,2024-05_AB_2124.0_5.0,913.0,0.0,BOM,2024-05-05 11:59:42
1077.0,30.0,2024-05-05 10:17:29,2024-05_AB_2629.0_5.0,1077.0,0.0,GOX,2024-05-05 11:17:19
1137.0,72.0,2024-05-05 10:15:48,2024-05_AB_2401.0_5.0,344.0,0.0,LKO,2024-05-05 13:31:21
0.0,44.0,2024-05-05 10:15:09,2024-05_AB_1071.0_5.0,0.0,0.0,DOH,2024-05-05 17:12:09
1000.0,96.0,2024-05-05 10:06:58,2024-05_AB_2642.0_5.0,428.0,0.0,BOM,2024-05-05 13:24:10
1848.0,26.0,2024-05-05 09:54:37,2024-05_AB_2407.0_5.0,13.0,0.0,HYD,2024-05-05 12:49:13
800.0,84.0,2024-05-05 09:47:48,2024-05_AB_1070.0_5.0,0.0,0.0,BOM,2024-05-05 12:32:08
1007.0,101.0,2024-05-05 09:46:19,2024-05_AB_2104.0_5.0,477.0,10.0,BLR,2024-05-05 12:49:25
1000.0,78.0,2024-05-05 09:46:15,2024-05_AB_2134.0_5.0,1563.0,0.0,BLR,2024-05-05 11:23:24
500.0,77.0,2024-05-05 09:45:31,2024-05_AB_2365.0_5.0,0.0,0.0,PNQ,2024-05-05 11:27:20
300.0,73.0,2024-05-05 09:45:00,2024-05_AB_2143.0_5.0,0.0,0.0,PNQ,2024-05-05 11:10:27
200.0,59.0,2024-05-05 09:31:27,2024-05_AB_2324.0_5.0,0.0,0.0,GAU,2024-05-05 11:07:05
0.0,15.0,2024-05-05 09:23:39,2024-05_AB_2491.0_5.0,0.0,0.0,BOM,2024-05-05 11:00:59
1500.0,19.0,2024-05-05 09:05:44,2024-05_AB_2527.0_5.0,933.0,0.0,BLR,2024-05-05 10:32:39
1500.0,262.0,2024-05-05 08:40:23,2024-05_AB_2564.0_5.0,1332.0,0.0,CCU,2024-05-05 10:35:17
578.0,0.0,2024-05-05 08:31:50,2024-05_AB_2108.0_5.0,843.0,0.0,AMD,2024-05-05 09:37:30
1581.0,0.0,2024-05-05 08:30:04,2024-05_AB_2128.0_5.0,1395.0,0.0,DEL,2024-05-05 10:13:41
300.0,137.0,2024-05-05 07:29:07,2024-05_AB_2497.0_5.0,0.0,0.0,VNS,2024-05-05 10:10:33
198.0,0.0,2024-05-05 07:27:28,2024-05_AB_2142.0_5.0,0.0,0.0,GOX,2024-05-05 09:51:10
1000.0,187.0,2024-05-05 07:25:46,2024-05_AB_2364.0_5.0,1570.0,0.0,BLR,2024-05-05 09:53:31
753.0,176.0,2024-05-05 07:01:13,2024-05_AB_2386.0_5.0,713.0,40.0,IXB,2024-05-05 08:52:33
2000.0,94.0,2024-05-05 06:58:40,2024-05_AB_2608.0_5.0,604.0,0.0,DEL,2024-05-05 09:13:23
179.0,0.0,2024-05-05 06:52:25,2024-05_AB_2465.0_5.0,0.0,0.0,GOX,2024-05-05 09:01:26
655.0,109.0,2024-05-05 06:49:10,2024-05_AB_2431.0_5.0,463.0,0.0,HYD,2024-05-05 08:35:51
73.0,0.0,2024-05-05 06:42:24,2024-05_AB_2384.0_5.0,0.0,0.0,BBI,2024-05-05 09:57:17
2873.0,174.0,2024-05-05 06:42:05,2024-05_AB_2503.0_5.0,2833.0,0.0,BOM,2024-05-05 08:27:36
1622.0,0.0,2024-05-05 06:40:21,2024-05_AB_2628.0_5.0,1077.0,0.0,BLR,2024-05-05 09:39:01
998.0,0.0,2024-05-05 06:36:59,2024-05_AB_2110.0_5.0,1280.0,0.0,BOM,2024-05-05 09:25:35
500.0,50.0,2024-05-05 06:14:25,2024-05_AB_2486.0_5.0,72.0,0.0,MAA,2024-05-05 07:41:07
194.0,0.0,2024-05-05 06:10:59,2024-05_AB_2379.0_5.0,454.0,0.0,GOX,2024-05-05 09:11:57
2084.0,0.0,2024-05-05 06:06:28,2024-05_AB_2451.0_5.0,825.0,0.0,BOM,2024-05-05 08:47:37
81.0,77.0,2024-05-05 05:36:45,2024-05_AB_2534.0_5.0,81.0,0.0,GOX,2024-05-05 07:20:12
1624.0,1.0,2024-05-05 05:36:44,2024-05_AB_2377.0_5.0,1935.0,0.0,BLR,2024-05-05 08:46:17
1000.0,91.0,2024-05-05 05:35:35,2024-05_AB_2173.0_5.0,732.0,0.0,CCU,2024-05-05 07:47:53
1196.0,13.0,2024-05-05 05:35:13,2024-05_AB_2432.0_5.0,0.0,0.0,BLR,2024-05-05 10:19:20
603.0,44.0,2024-05-05 05:32:01,2024-05_AB_2563.0_5.0,603.0,0.0,PNQ,2024-05-05 06:49:50
278.0,0.0,2024-05-05 05:19:11,2024-05_AB_2380.0_5.0,0.0,0.0,BOM,2024-05-05 08:07:23
117.0,0.0,2024-05-05 05:18:10,2024-05_AB_2627.0_5.0,0.0,0.0,GOX,2024-05-05 07:34:42
414.0,0.0,2024-05-05 05:17:43,2024-05_AB_2323.0_5.0,694.0,0.0,GAU,2024-05-05 07:00:40
100.0,54.0,2024-05-05 05:04:47,2024-05_AB_2613.0_5.0,0.0,0.0,VNS,2024-05-05 06:39:48
912.0,0.0,2024-05-05 04:59:08,2024-05_AB_2498.0_5.0,707.0,0.0,BOM,2024-05-05 07:05:06
1571.0,0.0,2024-05-05 04:28:12,2024-05_AB_2127.0_5.0,1566.0,0.0,BOM,2024-05-05 07:21:19
993.0,0.0,2024-05-05 04:26:50,2024-05_AB_2572.0_5.0,328.0,0.0,BLR,2024-05-05 07:07:33
200.0,49.0,2024-05-05 04:18:38,2024-05_AB_2394.0_5.0,0.0,0.0,BOM,2024-05-05 06:54:42
1200.0,143.0,2024-05-05 04:13:24,2024-05_AB_2519.0_5.0,1353.0,0.0,COK,2024-05-05 06:03:38
500.0,64.0,2024-05-05 04:12:05,2024-05_AB_2526.0_5.0,0.0,67.0,LKO,2024-05-05 05:45:33
146.0,0.0,2024-05-05 03:35:24,2024-05_AB_2371.0_5.0,0.0,0.0,GOX,2024-05-05 05:19:48
500.0,48.0,2024-05-05 03:23:56,2024-05_AB_2851.0_5.0,78.0,0.0,IXB,2024-05-05 07:04:33
500.0,48.0,2024-05-05 03:23:40,2024-05_AB_2533.0_5.0,0.0,0.0,AMD,2024-05-05 04:34:29
800.0,2.0,2024-05-05 03:21:57,2024-05_AB_2463.0_5.0,0.0,0.0,GOX,2024-05-05 05:48:02
800.0,45.0,2024-05-05 03:14:44,2024-05_AB_2373.0_5.0,561.0,0.0,IXB,2024-05-05 04:42:07
3000.0,101.0,2024-05-05 02:21:03,2024-05_AB_2172.0_5.0,3211.0,0.0,BOM,2024-05-05 04:49:38
1500.0,107.0,2024-05-05 02:04:24,2024-05_AB_2462.0_5.0,535.0,0.0,BLR,2024-05-05 04:06:16
2000.0,34.0,2024-05-05 01:59:14,2024-05_AB_2385.0_5.0,1005.0,0.0,BOM,2024-05-05 05:38:08
84.0,0.0,2024-05-05 01:28:45,2024-05_AB_2378.0_5.0,0.0,0.0,DEL,2024-05-05 05:24:21
2000.0,9.0,2024-05-05 01:26:52,2024-05_AB_2406.0_5.0,1428.0,0.0,DEL,2024-05-05 05:27:02
2000.0,13.0,2024-05-05 01:22:41,2024-05_AB_7582.0_5.0,635.0,0.0,DEL,2024-05-05 04:51:11
1500.0,20.0,2024-05-05 01:16:01,2024-05_AB_2102.0_5.0,692.0,0.0,AMD,2024-05-05 04:04:05
87.0,0.0,2024-05-05 01:12:47,2024-05_AB_2492.0_5.0,0.0,0.0,VNS,2024-05-05 03:40:45
500.0,124.0,2024-05-05 01:09:28,2024-05_AB_2612.0_5.0,0.0,0.0,BLR,2024-05-05 03:21:56
500.0,29.0,2024-05-05 01:08:54,2024-05_AB_2638.0_5.0,0.0,0.0,SXR,2024-05-05 03:00:42
2500.0,108.0,2024-05-05 01:08:32,2024-05_AB_2518.0_5.0,2363.0,0.0,BOM,2024-05-05 03:27:48
2500.0,44.0,2024-05-05 01:05:21,2024-05_AB_2719.0_5.0,2565.0,0.0,DEL,2024-05-05 02:54:06
2500.0,9.0,2024-05-05 01:02:55,2024-05_AB_2342.0_5.0,1114.0,0.0,AMD,2024-05-05 02:58:14
2000.0,12.0,2024-05-05 00:52:55,2024-05_AB_2562.0_5.0,2031.0,0.0,CCU,2024-05-05 03:42:25
0.0,4.0,2024-05-05 00:43:03,2024-05_AB_2607.0_5.0,0.0,0.0,DEL,2024-05-05 04:32:02
2401.0,72.0,2024-05-05 00:41:51,2024-05_AB_2781.0_5.0,2401.0,0.0,BOM,2024-05-05 03:11:12
2000.0,12.0,2024-05-05 00:39:04,2024-05_AB_2625.0_5.0,0.0,0.0,DEL,2024-05-05 03:40:26
3800.0,64.0,2024-05-05 00:38:17,2024-05_AB_2405.0_5.0,3170.0,0.0,HYD,2024-05-05 02:13:34
500.0,63.0,2024-05-04 23:59:10,2024-05_AB_2850.0_5.0,0.0,0.0,BLR,2024-05-05 03:17:48
2800.0,54.0,2024-05-04 23:54:54,2024-05_AB_2524.0_5.0,1446.0,0.0,BOM,2024-05-05 03:02:20
1000.0,11.0,2024-05-04 23:49:45,2024-05_AB_2375.0_5.0,761.0,0.0,BLR,2024-05-05 02:12:06
1000.0,95.0,2024-05-04 23:20:50,2024-05_AB_2485.0_5.0,714.0,0.0,MAA,2024-05-05 01:33:17
1000.0,35.0,2024-05-04 23:20:07,2024-05_AB_2372.0_5.0,41.0,0.0,BLR,2024-05-05 01:18:37
800.0,47.0,2024-05-04 23:19:38,2024-05_AB_2421.0_5.0,154.0,0.0,BLR,2024-05-05 00:49:27
2500.0,62.0,2024-05-04 21:59:16,2024-05_AB_2561.0_5.0,1156.0,0.0,BLR,2024-05-05 00:08:07
200.0,17.0,2024-05-04 21:57:45,2024-05_AB_2624.0_5.0,0.0,0.0,GOX,2024-05-05 00:07:17
1773.0,73.0,2024-05-04 21:14:54,2024-05_AB_2355.0_5.0,0.0,0.0,DEL,2024-05-05 01:49:30
3200.0,23.0,2024-05-04 20:23:38,2024-05_AB_2410.0_5.0,3316.0,0.0,BOM,2024-05-05 02:05:26
2000.0,32.0,2024-05-04 20:22:40,2024-05_AB_2312.0_5.0,2628.0,0.0,PNQ,2024-05-05 01:42:03
2570.0,0.0,2024-05-04 20:21:54,2024-05_AB_2325.0_5.0,1586.0,0.0,BLR,2024-05-05 00:46:51
993.0,0.0,2024-05-04 20:21:02,2024-05_AB_2109.0_5.0,1451.0,0.0,BLR,2024-05-05 00:54:29
2800.0,88.0,2024-05-04 20:20:21,2024-05_AB_2736.0_5.0,2113.0,0.0,BLR,2024-05-05 00:50:30
3800.0,69.0,2024-05-04 20:19:18,2024-05_AB_2145.0_5.0,3196.0,0.0,AMD,2024-05-05 00:22:29
2500.0,14.0,2024-05-04 20:17:04,2024-05_AB_2637.0_5.0,2119.0,0.0,BOM,2024-05-04 23:16:08
794.0,0.0,2024-05-04 20:15:16,2024-05_AB_2505.0_5.0,98.0,0.0,AMD,2024-05-04 23:45:50
2800.0,48.0,2024-05-04 20:14:26,2024-05_AB_2340.0_5.0,2249.0,0.0,BLR,2024-05-04 23:34:27
3000.0,37.0,2024-05-04 20:13:31,2024-05_AB_2311.0_4.0,2672.0,0.0,BLR,2024-05-04 23:14:54
3000.0,56.0,2024-05-04 20:12:16,2024-05_AB_2359.0_4.0,2435.0,0.0,BLR,2024-05-04 22:38:22
2000.0,44.0,2024-05-04 16:38:29,2024-05_AB_2107.0_4.0,764.0,0.0,BOM,2024-05-04 19:09:17
2500.0,32.0,2024-05-04 15:38:42,2024-05_AB_2318.0_4.0,2428.0,0.0,PNQ,2024-05-04 17:28:50
2171.0,77.0,2024-05-04 15:14:25,2024-05_AB_2332.0_4.0,2171.0,0.0,AMD,2024-05-04 16:22:11
300.0,74.0,2024-05-04 14:38:58,2024-05_AB_2509.0_4.0,179.0,0.0,PNQ,2024-05-04 17:34:19
2000.0,99.0,2024-05-04 14:22:18,2024-05_AB_2439.0_5.0,454.0,0.0,BOM,2024-05-04 19:07:05
1500.0,16.0,2024-05-04 14:21:25,2024-05_AB_2738.0_4.0,1431.0,0.0,BOM,2024-05-04 18:39:57
1180.0,0.0,2024-05-04 14:16:32,2024-05_AB_2367.0_4.0,1806.0,0.0,BOM,2024-05-04 16:44:33
2033.0,0.0,2024-05-04 14:13:50,2024-05_AB_2350.0_4.0,563.0,0.0,DEL,2024-05-04 16:21:27
1374.0,0.0,2024-05-04 14:12:16,2024-05_AB_2146.0_4.0,1188.0,0.0,DEL,2024-05-04 16:25:47
1200.0,89.0,2024-05-04 14:05:24,2024-05_AB_2366.0_4.0,524.0,0.0,BLR,2024-05-04 16:10:09
0.0,52.0,2024-05-04 14:04:13,2024-05_AB_2397.0_4.0,0.0,0.0,GOX,2024-05-04 15:41:27
1800.0,99.0,2024-05-04 13:29:54,2024-05_AB_2409.0_4.0,199.0,0.0,DEL,2024-05-04 15:48:43
401.0,0.0,2024-05-04 13:20:28,2024-05_AB_2643.0_4.0,299.0,0.0,HYD,2024-05-04 16:09:48
100.0,38.0,2024-05-04 13:10:30,2024-05_AB_2551.0_4.0,0.0,0.0,PNQ,2024-05-04 15:20:59
1037.0,0.0,2024-05-04 13:07:43,2024-05_AB_2341.0_4.0,536.0,0.0,BOM,2024-05-04 16:35:31
681.0,0.0,2024-05-04 13:06:11,2024-05_AB_2135.0_4.0,206.0,0.0,GAU,2024-05-04 14:59:21
0.0,17.0,2024-05-04 12:47:35,2024-05_AB_2630.0_4.0,0.0,0.0,DEL,2024-05-04 14:33:01
800.0,59.0,2024-05-04 12:20:26,2024-05_AB_2437.0_4.0,179.0,0.0,BLR,2024-05-04 14:48:07
2000.0,24.0,2024-05-04 12:09:53,2024-05_AB_2125.0_4.0,1801.0,0.0,CCU,2024-05-04 15:30:24
200.0,52.0,2024-05-04 12:00:09,2024-05_AB_2349.0_4.0,0.0,0.0,BOM,2024-05-04 13:55:01
3000.0,57.0,2024-05-04 11:48:42,2024-05_AB_2508.0_4.0,2200.0,0.0,AMD,2024-05-04 15:06:47
300.0,55.0,2024-05-04 11:38:58,2024-05_AB_2424.0_4.0,1.0,0.0,VNS,2024-05-04 13:51:48
1500.0,64.0,2024-05-04 11:31:13,2024-05_AB_2120.0_4.0,322.0,0.0,BOM,2024-05-04 13:24:11
1050.0,0.0,2024-05-04 11:08:49,2024-05_AB_2525.0_4.0,338.0,0.0,BOM,2024-05-04 14:47:20
858.0,0.0,2024-05-04 11:07:23,2024-05_AB_2401.0_4.0,647.0,0.0,LKO,2024-05-04 13:42:02
500.0,93.0,2024-05-04 11:05:01,2024-05_AB_2358.0_4.0,0.0,0.0,GOX,2024-05-04 13:01:56
1818.0,6.0,2024-05-04 10:58:12,2024-05_AB_2407.0_4.0,1159.0,0.0,HYD,2024-05-04 12:45:00
180.0,89.0,2024-05-04 10:54:01,2024-05_AB_2510.0_4.0,180.0,0.0,PNQ,2024-05-04 12:09:58
500.0,54.0,2024-05-04 10:51:08,2024-05_AB_1071.0_4.0,0.0,0.0,DOH,2024-05-04 17:11:45
681.0,0.0,2024-05-04 10:32:22,2024-05_AB_2642.0_4.0,133.0,0.0,BOM,2024-05-04 13:31:02
1800.0,73.0,2024-05-04 10:32:16,2024-05_AB_2104.0_4.0,474.0,0.0,BLR,2024-05-04 12:19:01
1619.0,0.0,2024-05-04 10:30:24,2024-05_AB_2376.0_4.0,574.0,0.0,BOM,2024-05-04 12:45:53
800.0,78.0,2024-05-04 10:27:36,2024-05_AB_2550.0_4.0,558.0,0.0,BLR,2024-05-04 12:37:40
1135.0,15.0,2024-05-04 10:12:16,2024-05_AB_2541.0_4.0,1386.0,0.0,CCU,2024-05-04 11:47:25
2000.0,22.0,2024-05-04 10:10:55,2024-05_AB_2334.0_4.0,1351.0,0.0,DEL,2024-05-04 12:42:01
1141.0,81.0,2024-05-04 10:07:35,2024-05_AB_2504.0_4.0,101.0,0.0,GAU,2024-05-04 11:40:36
1800.0,14.0,2024-05-04 10:02:40,2024-05_AB_2124.0_4.0,1820.0,0.0,BOM,2024-05-04 12:22:07
144.0,0.0,2024-05-04 10:01:43,2024-05_AB_1070.0_4.0,0.0,0.0,BOM,2024-05-04 11:56:01
74.0,0.0,2024-05-04 09:51:08,2024-05_AB_2365.0_4.0,0.0,0.0,PNQ,2024-05-04 12:40:21
1500.0,16.0,2024-05-04 09:43:56,2024-05_AB_2134.0_4.0,515.0,0.0,BLR,2024-05-04 11:24:42
903.0,0.0,2024-05-04 09:41:06,2024-05_AB_2143.0_4.0,0.0,0.0,PNQ,2024-05-04 11:48:04
14.0,0.0,2024-05-04 09:34:26,2024-05_AB_2324.0_4.0,17.0,0.0,GAU,2024-05-04 10:24:36
2397.0,0.0,2024-05-04 09:29:25,2024-05_AB_2629.0_4.0,2270.0,0.0,GOX,2024-05-04 11:20:58
1979.0,0.0,2024-05-04 09:15:07,2024-05_AB_2432.0_4.0,1945.0,0.0,BLR,2024-05-04 10:39:05
375.0,0.0,2024-05-04 08:57:51,2024-05_AB_2491.0_4.0,109.0,0.0,BOM,2024-05-04 11:29:41
289.0,0.0,2024-05-04 08:20:57,2024-05_AB_2108.0_4.0,0.0,0.0,AMD,2024-05-04 10:04:28
300.0,102.0,2024-05-04 07:41:38,2024-05_AB_2497.0_4.0,0.0,0.0,VNS,2024-05-04 10:07:11
200.0,173.0,2024-05-04 07:33:52,2024-05_AB_2142.0_4.0,0.0,0.0,GOX,2024-05-04 10:18:54
1500.0,109.0,2024-05-04 07:28:53,2024-05_AB_2364.0_4.0,512.0,0.0,BLR,2024-05-04 10:42:23
347.0,182.0,2024-05-04 07:20:34,2024-05_AB_2386.0_4.0,347.0,0.0,IXB,2024-05-04 08:53:37
3500.0,144.0,2024-05-04 07:19:19,2024-05_AB_2608.0_4.0,3878.0,0.0,DEL,2024-05-04 09:13:35
175.0,0.0,2024-05-04 07:17:46,2024-05_AB_2465.0_4.0,0.0,0.0,GOX,2024-05-04 09:16:03
100.0,8.0,2024-05-04 06:32:01,2024-05_AB_2384.0_4.0,0.0,0.0,BBI,2024-05-04 10:00:13
2000.0,91.0,2024-05-04 06:21:05,2024-05_AB_2128.0_4.0,655.0,0.0,DEL,2024-05-04 10:35:30
2000.0,7.0,2024-05-04 06:19:56,2024-05_AB_2628.0_4.0,2270.0,0.0,BLR,2024-05-04 09:25:21
1500.0,8.0,2024-05-04 06:19:14,2024-05_AB_2110.0_4.0,34.0,0.0,BOM,2024-05-04 09:24:11
